gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-561,common_gen-validation-561,561,"['board', 'jump', 'kid', 'pool']",The kid jumps off the pool from the jumping board.,"['The kid jumps off the pool from the jumping board.', 'The kid will jump into the pool off the diving board.', 'The kid jumps off the diving board into the pool.', 'A kid jumps off a diving board at a public pool']"
common_gen-validation-562,common_gen-validation-562,562,"['put', 'puzzle', 'sit', 'table']",The young girl would sit at the table for hours to put the puzzle together.,"['The young girl would sit at the table for hours to put the puzzle together.', 'The children sat down and put the puzzle on the table.', 'I like to sit at the table and put a puzzle together.', 'The kids sit at a table and put pieces in a puzzle.', 'Two girls are sitting on the table, talking, and putting together puzzles.']"
common_gen-validation-563,common_gen-validation-563,563,"['ball', 'bounce', 'court', 'hand']",A boy uses his hand to stop a ball from bouncing off the tennis court.,"['A boy uses his hand to stop a ball from bouncing off the tennis court.', 'The man bounced the ball with his hand in the court.', 'The hand ball will bounce on the court.', 'A girl bounced two ball at both hands across the court']"
common_gen-validation-564,common_gen-validation-564,564,"['cliff', 'jump', 'watch', 'water']",Watch him jumping from the cliff to the water,"['Watch him jumping from the cliff to the water', 'there was a beautiful cliff luring over the water it makes you want to jump off as the people watch', 'A boy jumped off a cliff to watch the water flow', 'A young man jumps off a cliff as others watch him disappear into the water.', 'A person jumps off a cliff into water while other people watch.']"
common_gen-validation-565,common_gen-validation-565,565,"['car', 'gas', 'pump', 'station']",The man drove he's car up to the gas station to pump in some gas.,"[""The man drove he's car up to the gas station to pump in some gas."", 'I pump my car full of gas at the gas station.', 'The man pumps gas into the car at the station.', 'The man pumps gas into his car at the station.', 'person pumps gas into his car at a gas station .']"
common_gen-validation-566,common_gen-validation-566,566,"['eat', 'feed', 'food', 'spoon']",The Mum needed to feed the baby it's food using a spoon before she could eat herself.,"[""The Mum needed to feed the baby it's food using a spoon before she could eat herself."", 'The woman used a spoon to feed her baby so that he could eat the food in the bowl.', 'The baby refused to eat any food when being fed with a spoon.', 'A baby tries to eat food that is being fed to her by spoon.']"
common_gen-validation-567,common_gen-validation-567,567,"['camel', 'desert', 'ride', 'walk']",The rider ride the camel walks across the desert.,"['The rider ride the camel walks across the desert.', 'The boy prefers to ride the camel through the desert instead of walking.', 'The man walks the camel through the desert while his wife rides the camel.', 'A loud group of people walk around the desert and ride camels.']"
common_gen-validation-568,common_gen-validation-568,568,"['hold', 'rain', 'umbrella', 'walk']",The man holds the umbrella for the woman while walking in the rain.,"['The man holds the umbrella for the woman while walking in the rain.', 'A boy holding an umbrella is walking through the street while it was raining.', 'The girl holds the umbrella and walks in the rain.', 'A man walking in the rain holding an umbrella.']"
common_gen-validation-569,common_gen-validation-569,569,"['couple', 'dance', 'floor', 'music']",A couple walked onto the floor to dance to the music.,"['A couple walked onto the floor to dance to the music.', 'the couple went to a local club they heard had a nice dance floor and live music.', 'Music played for a group of couples on the dance floor.', 'He watched the couple slow dance to music on the dance floor.', 'A couple dances to music on the dance floor together.']"
common_gen-validation-570,common_gen-validation-570,570,"['bench', 'body', 'sit', 'water']",A man sits on a bench and pours water over his body.,"['A man sits on a bench and pours water over his body.', 'A man decided to sit on the bench with his body facing the water.', 'The group flung their bodies on the bench to sit in front of the water.', 'The woman sat on the bench as she stared at the body of water.', 'a bench sitting in front of a body of water ']"
common_gen-validation-571,common_gen-validation-571,571,"['broom', 'floor', 'hold', 'sweep']",One child was holding the broom with a firm grip as he swept the floor.,"['One child was holding the broom with a firm grip as he swept the floor.', 'The girl held the broom firmly to sweep the floor.', 'I sweep the floor and hold the broom so it look clean.', 'She held the broom in her hand as she swept the floor.', 'The woman holds the broom and sweeps the floor.', 'A child holding a dustpan sweeps a floor with a broom']"
common_gen-validation-572,common_gen-validation-572,572,"['break', 'hold', 'piece', 'wood']",A piece of wood breaks off from its hold on the wall.,"['A piece of wood breaks off from its hold on the wall.', 'The girl will break the piece of wood if the boy will hold it.', 'Will you hold this piece of wood while I break it?', 'The girl could not hold the piece of wood and break it.', 'A karate person is show breaking apart three pieces of wood being held up.']"
common_gen-validation-573,common_gen-validation-573,573,"['catch', 'fish', 'net', 'river']",A boy catches a fish from the river by using his net.,"['A boy catches a fish from the river by using his net.', 'Men like to catch fish by the river with a net in the afternoon.', 'The boy uses a net to catch fish in the river.', 'fishermen using net to catch fishes in the river']"
common_gen-validation-574,common_gen-validation-574,574,"['bench', 'phone', 'sit', 'talk']",Let's sit down on the bench and talk about our phones.,"[""Let's sit down on the bench and talk about our phones."", 'He would sit on the bench and talk on the phone for hours.', 'The woman sits on the bench to talk on her daughter on the phone.', 'The girl sat on the bench to talk on the phone.', 'A man sitting on a bench talking on a phone.']"
common_gen-validation-575,common_gen-validation-575,575,"['mower', 'race', 'ride', 'track']",The boy took the mower for a ride on the track to race his friends.,"['The boy took the mower for a ride on the track to race his friends.', 'We race mowers on a track while riding on them.', 'The teenager decided to ride the mower around the track to race his friend.', 'Several men race around a track on riding lawn mowers.']"
common_gen-validation-576,common_gen-validation-576,576,"['dog', 'field', 'hold', 'stand']",The dog stood near the man in the field who was holding the leash.,"['The dog stood near the man in the field who was holding the leash.', 'A girl holds her dog and stands in a field.', 'A dog stands in a field while holding a ball in his mouth.', 'standing in the field, I tried to hold my dog from running away', 'A dog is standing in a grassy field with holding toy.']"
common_gen-validation-577,common_gen-validation-577,577,"['court', 'hold', 'racket', 'stand']",a woman stands on the court holding a racket,"['a woman stands on the court holding a racket', 'The defense attorney stood as they waited to see if the judge would hold their client in contempt for bringing a racket to court.', 'A man standing on a court holding a racket.']"
common_gen-validation-578,common_gen-validation-578,578,"['hair', 'leg', 'remove', 'wax']","The woman visited a spa, where she had a wax treatment to remove the hair from her leg.","['The woman visited a spa, where she had a wax treatment to remove the hair from her leg.', 'The woman put hot wax on her leg which she used to remove her leg hair.', 'The man waxes and removes the hair from his leg.', 'The woman uses wax to remove leg hair.', ""A woman paints wax onto a man's bare legs to remove hair.""]"
common_gen-validation-579,common_gen-validation-579,579,"['foot', 'grape', 'smash', 'stand']",Lucy stood in the bucket and smashed the grapes with her feet.,"['Lucy stood in the bucket and smashed the grapes with her feet.', 'A man stands on grapes and smashes it with his feet.', 'The winemaker stands and smashes grapes with his feet.', 'A person standing in a tub smashes green grapes with their feet.']"
common_gen-validation-580,common_gen-validation-580,580,"['alley', 'ball', 'lane', 'throw']",Throw the ball past the lane into the alley.,"['Throw the ball past the lane into the alley.', ""Teenagers at a bowling alley laugh as their friend throws his ball into another player's lane."", 'The ball dribbled through the lane between first and second, all the way to the alley in right field, leaving no time for a throw to home plate.', 'a man in a bowling alley throws the ball down the lane.']"
common_gen-validation-581,common_gen-validation-581,581,"['pool', 'slide', 'slide', 'water']",The kid slides through the slide to reach the pool's water.,"[""The kid slides through the slide to reach the pool's water."", 'When Carlos got to the rec center he noticed a huge pool with a massive slide, the second he was inside he ran over, climbed up, and took a slide into the water.', 'He can use the new water slide to slide into the pool.', 'Johnny was afraid that the slide would not sldie into the pool with the water, but would rather slide him down into an abyss.', 'Children at the pool had fun sliding down the slide and splashing into the water.', 'A boy slides down a bouncy slide into a pool of water.']"
common_gen-validation-582,common_gen-validation-582,582,"['jacket', 'snow', 'walk', 'wear']",The girl will wear her jacket to walk through the snow.,"['The girl will wear her jacket to walk through the snow.', 'The boy will wear his jacket while he walks in the snow.', 'Jamie took a walk out into the snow with only a T shirt on and instantly went back inside to wear his jacket.', 'A man wears a jacket and walks in the snow.', 'The girl wearing a brown jacket whilst walking in snow.']"
common_gen-validation-583,common_gen-validation-583,583,"['dog', 'grass', 'run', 'wear']",The dog that ran across the grass did not wear a lead.,"['The dog that ran across the grass did not wear a lead.', 'A dog wearing a collar runs through the grass.', 'A dog wearing a red collar runs over the grass.', 'A dog wearing clothes runs in the grass.']"
common_gen-validation-584,common_gen-validation-584,584,"['couple', 'ride', 'road', 'skateboard']",The couple will ride their skateboards down the road.,"['The couple will ride their skateboards down the road.', 'The couple rides their skateboards on the road.', 'The couple grabbed a skateboard so they could ride down the road.', 'A couple of people riding skateboards down a road.']"
common_gen-validation-585,common_gen-validation-585,585,"['beach', 'dig', 'hole', 'sand']",The boy will dig a hole in the sand at the beach.,"['The boy will dig a hole in the sand at the beach.', 'A man is at the beach and will dig a hole in the sand.', 'The dog ran onto the beach and is digging a hole in the sand.', 'I dig into the sand at the beach and make a hole.', 'Two kids on the beach digging holes in the sand.']"
common_gen-validation-586,common_gen-validation-586,586,"['apply', 'demonstrate', 'eyelash', 'mascara']",The woman demonstrates how to apply mascara on the eyelashes.,"['The woman demonstrates how to apply mascara on the eyelashes.', 'A woman needs to demonstrate to the teenage girl on how to properly apply mascara to her eyelashes.', 'The woman demonstrates to the group how to apply mascara to her eyelashes.', 'A woman demonstrates applying mascara to her eyelashes.']"
common_gen-validation-587,common_gen-validation-587,587,"['dry', 'dryer', 'hair', 'lady']",The lady used a dryer to dry her hair.,"['The lady used a dryer to dry her hair.', 'The lady used a hair dryer after showering to dry her hair.', ""The lady tried to dry her hair with the hair dryer but it was broken and wouldn't turn on."", 'A person watching second lady dry her hair with a dryer.']"
common_gen-validation-588,common_gen-validation-588,588,"['air', 'dog', 'field', 'jump']",The dog jumps up in the air in a field.,"['The dog jumps up in the air in a field.', 'A group of men training dogs on a field  by throwing balls on the air so that dogs jump and catch them.', 'The dog running in the field jumped in the air.', 'Four dogs jumping in the air in a field.']"
common_gen-validation-589,common_gen-validation-589,589,"['leg', 'lie', 'massage', 'table']",The girl lied in the table to have her leg massaged.,"['The girl lied in the table to have her leg massaged.', 'The customer was asked to lie down on the table for his leg massage.', 'I bumped my leg into a table and hurt my leg im not going to lie about it i have to massage it.', 'The man lifts his legs and lies on the massage table.', 'A person massages a leg of a person who is lying on a table']"
common_gen-validation-590,common_gen-validation-590,590,"['cross', 'hand', 'hold', 'street']",The girl will hold the boy's hand when they cross the street.,"[""The girl will hold the boy's hand when they cross the street."", 'My friends crossed the street holding hands.', ""A woman holds a boy's hand as they cross a busy street."", 'Two person holding hand crossing the street.']"
common_gen-validation-591,common_gen-validation-591,591,"['bottle', 'fill', 'liquid', 'machine']",The machine fills the bottle with liquid.,"['The machine fills the bottle with liquid.', 'I used the laundry bottle to fill the machine up with liquid before washing clothes.', 'The drink machine filled a bottle with liquid.', 'At work I run a bottle machine that gets filled with Stacker 2 which is a liquid energy drink.', 'Using the soda machine, I filled my bottle with various sugary liquids.', 'A machine is filling bottle with liquid and putting caps on bottles.']"
common_gen-validation-592,common_gen-validation-592,592,"['dog', 'fly', 'kite', 'watch']",You are a dog you should watch me fly a kite whore.,"['You are a dog you should watch me fly a kite whore.', 'The kite flys while the dog watches it.', 'I was watching my daughter fly her kite when this huge dog came and snapped it out of the air like a frisbee.', 'The dog likes to watch the kite fly in the air.', 'A dog watches a kite being flown by its owner.']"
common_gen-validation-593,common_gen-validation-593,593,"['celebrate', 'game', 'team', 'win']",The team celebrates after winning the game.,"['The team celebrates after winning the game.', 'When the team wins the game, we will celebrate.', 'The boys on the team will celebrate winning the game.', 'sports team celebrate winning game']"
common_gen-validation-594,common_gen-validation-594,594,"['helmet', 'motorcycle', 'ride', 'road']",John wore his helmet when riding his motorcycle on the road.,"['John wore his helmet when riding his motorcycle on the road.', 'Adult  ride their motorcycle with their helmet on  their  head in the road', 'Wear a helmet when you ride the motorcycle on the road', 'The girl will wear a helmet when she rides her motorcycle on the road.', ""The man knows if he wants to ride a motorcycle, it's important to wear a helmet on the road."", 'A man in a helmet riding a motorcycle on a dirt road.']"
common_gen-validation-595,common_gen-validation-595,595,"['gear', 'swim', 'water', 'wear']",The scuba diver wears scuba gear to swim in the water.,"['The scuba diver wears scuba gear to swim in the water.', ""The man needed to wear he's swimming gear to swim in the water."", 'It is important to wear the correct gear when going for a swim in water.', 'A man wearing scuba gear is swimming under the water.']"
common_gen-validation-596,common_gen-validation-596,596,"['outfit', 'perform', 'stage', 'wear']",The girl will wear this outfit to perform on stage.,"['The girl will wear this outfit to perform on stage.', 'A costume is the outfit an actor wears when they perform on a stage.', 'The actress wore the most beautiful outfit to perform her solo on the main stage.', 'The vocalist wore a black outfit every time she performed on stage.']"
common_gen-validation-597,common_gen-validation-597,597,"['foot', 'hand', 'massage', 'toe']",The massage parlour only focused on toes and would not touch your hand or even the rest of your foot.,"['The massage parlour only focused on toes and would not touch your hand or even the rest of your foot.', 'My masseuse used his hand to massage my foot and toe.', ""the man massage his wife's toe and foot with his hand"", 'A woman massages her toes and feet using both hands.']"
common_gen-validation-598,common_gen-validation-598,598,"['dog', 'hold', 'leash', 'mouth']",The dog can hold the leash in his mouth.,"['The dog can hold the leash in his mouth.', 'The dog held the leash in its mouth.', ""Don't hold that dog by the mouth, Pedro, it's much better to use a leash."", 'The dog is holding a leash in its mouth.']"
common_gen-validation-599,common_gen-validation-599,599,"['car', 'night', 'push', 'street']",Push the car on the street at night.,"['Push the car on the street at night.', 'A man pushes his dead car down the street at night.', 'My car broke down the other night so I had to push it down the street to get it out of the way of traffic.', 'A man drives a car on a street during the late night hours, pushing away problems he left behind.', 'two people push a car down a quiet street at night']"
common_gen-validation-600,common_gen-validation-600,600,"['bird', 'eat', 'food', 'hand']",The bird will eat food from the girl's hand.,"[""The bird will eat food from the girl's hand."", 'A child allowed a bird to eat food out of her hand.', ""The bird will eat food out of the woman's hand."", ""A small bird eats food from someone's hand. ""]"
common_gen-validation-601,common_gen-validation-601,601,"['game', 'player', 'team', 'watch']",The man watched the player in the game as the team won.,"['The man watched the player in the game as the team won.', 'The team cheered on the players as they were watching the game.', 'the player watch the time as he thought about how he would win the game for his team', 'american football player watches the game against sports team']"
common_gen-validation-602,common_gen-validation-602,602,"['pit', 'run', 'track', 'watch']","Iam going to watch my son, run his car around the track and to stop at the pit","['Iam going to watch my son, run his car around the track and to stop at the pit', 'The man set in the pit and watched the people run around the track.', 'The track team started to run, they made sure to watch their footing due to the weather but one of them slipped and fell in a pit.', 'An audience watching pans out into a large track and athletes running into a pit.']"
common_gen-validation-603,common_gen-validation-603,603,"['apple', 'bag', 'pick', 'tree']",I pick the apples from the tree and put them in the bag.,"['I pick the apples from the tree and put them in the bag.', 'A person was picking apples from a tree and putting them into their bag.', 'The children picked apples from the trees and put them in the bag.', 'A girl picks apples from a tree and puts in a bag.', 'A girl holding a bag is picking apples under an apple tree.']"
common_gen-validation-604,common_gen-validation-604,604,"['blow', 'blower', 'leave', 'pile']",Dad uses the powerful blower to blow all of the extra leaves into a big pile.,"['Dad uses the powerful blower to blow all of the extra leaves into a big pile.', 'I plugged in the electric leaf blower to blow the leaves into a pile.', ""The man stood and looked at the grass and leaves on his driveway, he couldn't leave the mess there so he got the blower out of the garage and used it to blow the grass and leaves into a pile."", 'Men uses blower to blow the cement sand mixture into pile foundation and leave it cure over a period of time.', 'A man with a leaf blower blows a large pile of leaves']"
common_gen-validation-605,common_gen-validation-605,605,"['clap', 'floor', 'hand', 'sit']",The teacher clapped her hands to get the children's attention to sit on the floor.,"[""The teacher clapped her hands to get the children's attention to sit on the floor."", 'As we sat in our seats the cast came out on the floor and we clapped our hands.', 'The audience sat on the floor while clapping their hands.', 'Children are sitting on the floor, clapping their hands for a game.', 'A little kid sitting on the floor and clapping her hands']"
common_gen-validation-606,common_gen-validation-606,606,"['bottle', 'egg', 'suck', 'yolk']",I suck the egg yolk out of the bottle.,"['I suck the egg yolk out of the bottle.', 'After the boy can suck the yolk out of the egg, he can put the yolk in a bottle.', 'To separate the yolk from the egg white, you crack the egg into a bowl and squeeze a bottle to suck up the yolk.', 'The athlete sucked the egg yolk out of the bottle.', 'A egg is shown as the yolk is sucked into the bottle.']"
common_gen-validation-607,common_gen-validation-607,607,"['base', 'baseball', 'hit', 'run']",A baseball player hits the ball and runs to the first base.,"['A baseball player hits the ball and runs to the first base.', 'The man hits the baseball and runs to first base.', 'The man will hit the baseball and run to the base.', 'Jake never hit a baseball before, but when he stood on that base and hit that ball he had no choice but to make a home run.', 'A young boy hits a baseball and runs to first base.']"
common_gen-validation-608,common_gen-validation-608,608,"['bench', 'break', 'sit', 'take']",Take a break and sit on the bench,"['Take a break and sit on the bench', 'The woman takes a break and sits on the bench.', 'The older man took a break and sat on the bench.', 'A man at work can sit on the bench when he wants to take a break.', 'Older ladies taking a break whilst sitting on the bench.']"
common_gen-validation-609,common_gen-validation-609,609,"['boat', 'hold', 'pull', 'rope']",The man pulled the rope to hold the anchor of his boat out of the water.,"['The man pulled the rope to hold the anchor of his boat out of the water.', 'One man held the boat while the other man pulled the rope tight.', 'The man did not know if he could pull the boat on one rope and hold another.', 'hold the rope and pull the boat.', 'People water ski holding a ski ropes that are pulled by a boat.']"
common_gen-validation-610,common_gen-validation-610,610,"['drill', 'hole', 'piece', 'wood']",The man used a drill to put a hole in the piece of wood.,"['The man used a drill to put a hole in the piece of wood.', 'Drill a hole in a piece of wood.', 'The man will drill a hole in the piece of wood.', 'drilling a hole in a piece of wood']"
common_gen-validation-611,common_gen-validation-611,611,"['ride', 'surfboard', 'wave', 'wetsuit']",I needed to put on my wetsuit so I could ride the the surfboard on the ocean wave.,"['I needed to put on my wetsuit so I could ride the the surfboard on the ocean wave.', 'I will put on my wetsuit and ride a big wave on my surfboard!', 'A surfer wears a wetsuit to ride a wave on a surfboard in the ocean.', 'Ride a surfboard into a wave and wear a wetsuit to surf.', 'The surfer donned a wetsuit, grabbed his surfboard and rode the waves.', 'Two men wearing wetsuits riding a wave on surfboards.']"
common_gen-validation-612,common_gen-validation-612,612,"['give', 'instruction', 'knife', 'sharpen']",The first thing the cooking teacher did was give her students instruction on how to sharpen a knife.,"['The first thing the cooking teacher did was give her students instruction on how to sharpen a knife.', 'The man will give instructions to the boys on how to sharpen a knife.', 'The butcher gave instructions on how to sharpen the knife.', 'A video giving instructions on how to properly sharpen a knife.']"
common_gen-validation-613,common_gen-validation-613,613,"['bride', 'groom', 'picture', 'take']",The photographer took a picture of the bride and groom.,"['The photographer took a picture of the bride and groom.', 'The bride and the groom will take a picture.', 'A woman took a picture of the bride and groom.', 'The groom and bride taking a picture.']"
common_gen-validation-614,common_gen-validation-614,614,"['blow', 'bubble', 'chew', 'gum']",A child chewing gum blows bubbles.,"['A child chewing gum blows bubbles.', 'He will blow a bubble once he has chewed the gum.', 'The boy put the gum in his mouth, chewed it for a bit, then blew a big bubble that popped onto his face.', 'I am blowing a bubble while you chew gum.', 'He is blowing a bubble with chewing gum.']"
common_gen-validation-615,common_gen-validation-615,615,"['hand', 'head', 'rest', 'sit']",Jimmy rests his head on his hand when he sits at his desk.,"['Jimmy rests his head on his hand when he sits at his desk.', 'The teacher sat at the desk and rested her head in her hand.', 'The girl rested her hand on her head as she sat at her desk.', 'Someone sits with his head resting on his hands.']"
common_gen-validation-616,common_gen-validation-616,616,"['shirt', 'sit', 'table', 'wear']",The man put on a shirt to wear so that he could sit down at the restaurant table for dinner.,"['The man put on a shirt to wear so that he could sit down at the restaurant table for dinner.', 'A man wearing a shirt sits down at the table.', 'I sit at a table and wear a shirt.', 'The woman wears a blue shirt as she sits at the table.', 'A man sat at the table wearing his best shirt.', 'A woman sitting at a table wearing a black shirt.']"
common_gen-validation-617,common_gen-validation-617,617,"['chair', 'leg', 'sit', 'wax']","While sitting on the floor, the girl will wax the chair leg.","['While sitting on the floor, the girl will wax the chair leg.', 'She used to sit down in a chair at the salon and put her leg up for them to wax it', 'I sit on a chair while I wax my leg.', 'Sit in the chair so they can wax your legs.', 'A man is sitting in a chair getting his leg waxed.']"
common_gen-validation-618,common_gen-validation-618,618,"['board', 'iron', 'iron', 'shirt']",A woman uses an iron and a board to iron a shirt.,"['A woman uses an iron and a board to iron a shirt.', 'The lady is ironing the shirt with the iron on the ironing board.', 'i iron the shirts on the board', 'A man took the iron board out early, knowing he would need to iron his shirt in a few hours.', 'He takes out the iron board to iron his shirt.', 'A man pressing a shirt using an iron on a ironing board.']"
common_gen-validation-619,common_gen-validation-619,619,"['fish', 'hole', 'ice', 'pull']",A man pulls the fish from the hole in the ice.,"['A man pulls the fish from the hole in the ice.', 'The man pulled the fish out of the hole in the ice.', 'A man demonstrates pulling a fish out of a hole of ice.']"
common_gen-validation-620,common_gen-validation-620,620,"['bowl', 'cereal', 'eat', 'table']",Please put the bowl on the table when you are finished eating the cereal.,"['Please put the bowl on the table when you are finished eating the cereal.', 'She will eat her cereal from a bowl at the table.', 'My mother put a bowl of cereal on the table for me to eat.', 'The bowl on the table has some cereal the baby eats.', 'A boy eating cereal from a bowl at a table.']"
common_gen-validation-621,common_gen-validation-621,621,"['friend', 'joke', 'laugh', 'tell']",The woman tells her friends a joke and they all laugh loudly.,"['The woman tells her friends a joke and they all laugh loudly.', 'The boy wanted to tell his friend a joke to make him laugh.', 'The boy laughed too loud in class because his friend told him a joke.', 'A woman laughs at a joke her friend told.']"
common_gen-validation-622,common_gen-validation-622,622,"['ceremony', 'foot', 'priest', 'wash']","At the ceremony, the priest washed one foot in water.","['At the ceremony, the priest washed one foot in water.', 'The priest washes the feet of his parishioners in a ceremony for this purpose.', ""The woman's foot begin to hurt at the ceremony right after the priest went to wash his hands."", ""A priest holding a ceremony where he washes man's feet.""]"
common_gen-validation-623,common_gen-validation-623,623,"['perform', 'ride', 'skateboard', 'trick']",The teenager performed a trick while riding on his skateboard.,"['The teenager performed a trick while riding on his skateboard.', 'My friend rides his skateboard on a rail and performs tricks.', 'The boy rode the skateboard and performed a trick.', 'A man riding a skateboard performs a trick.']"
common_gen-validation-624,common_gen-validation-624,624,"['brush', 'clean', 'toilet', 'use']",People use a scrub brush to clean the toilet.,"['People use a scrub brush to clean the toilet.', 'The tall man uses a brush to clean the toilet.', 'A person can use a brush to clean a toilet.', 'I used the brush to clean the toilet.', 'A man uses a toilet brush to thoroughly clean a toilet.']"
common_gen-validation-625,common_gen-validation-625,625,"['block', 'goalie', 'shot', 'team']",The goalie blocked the shot that would have won the team the game.,"['The goalie blocked the shot that would have won the team the game.', 'The goalie blocked the shot for his team.', 'Centiennial Highschool""s new goalie can really block a shot coming from any opposing team.', 'Goalie in a hockey game blocking a shot by another team.']"
common_gen-validation-626,common_gen-validation-626,626,"['block', 'chainsaw', 'cut', 'ice']",The ice sculpture artist started cutting his ice block with the chainsaw.,"['The ice sculpture artist started cutting his ice block with the chainsaw.', 'The artist cuts a design into the block of ice with a chainsaw.', 'Someone is using a chainsaw to cut blocks of ice.']"
common_gen-validation-627,common_gen-validation-627,627,"['chase', 'dog', 'run', 'track']",The dog ran fast as it chased the rabbit around the track.,"['The dog ran fast as it chased the rabbit around the track.', 'A boy ran down the track while being chased by a dog.', 'We watched that dog run around the track for 20 minutes chasing his own tail.', 'Three dogs running on a racing track chasing a rabbit.']"
common_gen-validation-628,common_gen-validation-628,628,"['microphone', 'shirt', 'singe', 'wear']",the man singe his shirt while speaking into the wear microphone,"['the man singe his shirt while speaking into the wear microphone', 'The microphone clipped to his shirt burst into flames and singed a hole in his attire, he would need to wear something else this evening.', 'She will wear the shirt that has the microphone on it with the singe at the bottom.', 'Girl wearing blue shirt singing into microphone']"
common_gen-validation-629,common_gen-validation-629,629,"['kid', 'knife', 'pumpkin', 'throw']",A kid can use a knife to carve a pumpkin and then throw pumpkin in the trash after Halloween.,"['A kid can use a knife to carve a pumpkin and then throw pumpkin in the trash after Halloween.', 'The kid can throw a knife at the pumpkin.', 'The kid wanted to throw the knife at the orange pumpkin', 'A little kid is shown throwing a knife at a pumpkin.']"
common_gen-validation-630,common_gen-validation-630,630,"['bike', 'kid', 'ride', 'street']",The kid rode the bike down the street.,"['The kid rode the bike down the street.', 'The kid rode his bike down the street.', 'A kid can ride his bike down this street.', 'A kid rides his bike into a street.']"
common_gen-validation-631,common_gen-validation-631,631,"['building', 'picture', 'take', 'tourist']",Tourists take a lot of pictures of the beautiful building.,"['Tourists take a lot of pictures of the beautiful building.', 'The tourist takes a picture of the building.', 'The tourist will take a picture of the building.', 'Tourist taken pictures at a building in China.']"
common_gen-validation-632,common_gen-validation-632,632,"['floor', 'paper', 'piece', 'sit']",A woman sits on the floor and examines a piece of paper.,"['A woman sits on the floor and examines a piece of paper.', 'The puppy was taught to sit on the piece of paper on the floor.', 'The child sits on the floor and draws on a piece of paper.', 'A boy sits on the floor and folds a piece of paper.']"
common_gen-validation-633,common_gen-validation-633,633,"['barbell', 'ground', 'head', 'lift']","I lifted the barbell, through it at his head, and he fell to the ground.","['I lifted the barbell, through it at his head, and he fell to the ground.', 'The man lifts the barbell from the ground while making sure that his head is facing the mirror so he can check his form.', 'As i lift the barbell over my head I keep my feet on the ground.', 'The weightlifter lifts the barbell from the ground up to his head.', 'A man lifts a barbell over his head and then drops it to the ground.']"
common_gen-validation-634,common_gen-validation-634,634,"['arrow', 'bow', 'shoot', 'target']",The archer pulled on the bow shooting the arrow  against the target butt.,"['The archer pulled on the bow shooting the arrow  against the target butt.', 'The man shot the arrow with his bow at the target.', 'The man at the shooting range shot his target with his bow and arrow.', 'A boy shoots a bow and arrow at a target.']"
common_gen-validation-635,common_gen-validation-635,635,"['carve', 'piece', 'tool', 'wood']",The man uses his tool to carve a piece of wood.,"['The man uses his tool to carve a piece of wood.', 'A man would use this metal tool to carve the wood piece by piece', 'The artist used his tools to carve the piece of wood.', 'A person is using tools to carve a piece of wood.']"
common_gen-validation-636,common_gen-validation-636,636,"['ball', 'knock', 'pin', 'throw']",A man throws the ball down the lane to knock all the pins down.,"['A man throws the ball down the lane to knock all the pins down.', 'Knock and throw the ball hard to pin it to the ground.', 'The man throws the ball and knocks all of the pin.', 'He throws the ball, knocking down pins.']"
common_gen-validation-637,common_gen-validation-637,637,"['lay', 'leg', 'table', 'wax']",The girl lays her leg on the table to have it waxed.,"['The girl lays her leg on the table to have it waxed.', 'She would lay her leg upon the table but had to be cautious to not knock over the candle wax.', 'My sister laid the candle down on the table and the wax dripped all down the leg.', 'a man is laying on a table getting his legs waxed.']"
common_gen-validation-638,common_gen-validation-638,638,"['balloon', 'blow', 'hat', 'wear']","The man blowing up balloons, likes to wear a large hat.","['The man blowing up balloons, likes to wear a large hat.', 'The clown was wearing a flowerpot as a hat while he blew up the balloon.', 'The clown was wearing a funny hat, and blowing balloons during the party.', 'The girl wearing a paper hat is blowing up a balloon as it is her birthday.', 'A child wearing a hat is blowing air in to a red balloon']"
common_gen-validation-639,common_gen-validation-639,639,"['dance', 'front', 'perform', 'routine']",The girl performed her dance routine in front of the audience.,"['The girl performed her dance routine in front of the audience.', ""Performing a dance in front of the bus stand is Anne's daily routine to make money."", 'The girls will perform their dance routine in front of a large crowd.', 'Someone is performing a belly dancing routine, in front of a crowd.']"
common_gen-validation-640,common_gen-validation-640,640,"['dog', 'pull', 'sle', 'snow']",The dog pulls the sled through the snow,"['The dog pulls the sled through the snow', 'The dog likes to sle through the snow while being pulled by his owner.', 'He ran with the dog in the snow as he let it pull the sle.', 'Dogs pull a sled in the snow.']"
common_gen-validation-641,common_gen-validation-641,641,"['field', 'fly', 'kite', 'run']",The children ran as they flew the kite in the field.,"['The children ran as they flew the kite in the field.', 'The woman flies her kite as she runs through the field.', ""Let's go to the field and run around and fly our kite."", 'The boy runs fast so that he can fly his kite in the field next to his house.', 'The woman told her the girl to run with the kite across the field to get it to fly.', 'A person running on a field flying a kite.']"
common_gen-validation-642,common_gen-validation-642,642,"['couch', 'sit', 'television', 'watch']",A boy spent the evening sitting on the couch and watching a documentary on television.,"['A boy spent the evening sitting on the couch and watching a documentary on television.', 'The family sits on the couch and watches television.', 'The group of teenagers sit on the couch and watch television.', 'I sit on the couch and watch television.', 'Two boys sit on the couch watching television.']"
